,name,salary_from,salary_to,salary_currency,area_name,published_at
324,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
325,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
326,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
327,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
328,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
329,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
330,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
331,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
332,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
333,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
334,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
335,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
336,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
337,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
338,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
339,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
340,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
341,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
342,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
343,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
344,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
345,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
346,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
347,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
348,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
349,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
350,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
351,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
352,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
353,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
354,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
355,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
356,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
357,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
358,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
359,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
360,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
361,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
362,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
363,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
364,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
365,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
366,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
367,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
368,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
369,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
370,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
371,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
372,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
373,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
374,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
375,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
376,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
377,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
378,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
379,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
380,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
381,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
382,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
383,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
384,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
385,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
386,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
387,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
388,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
389,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
390,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
391,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
392,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
393,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
394,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
395,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
396,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
397,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
398,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
399,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
400,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
401,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
402,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
403,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
404,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
405,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
406,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
407,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
408,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
409,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
410,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
411,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
412,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
413,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
414,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
415,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
416,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
417,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
418,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
419,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
420,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
421,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
422,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
423,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
424,Project manager,None,None,,Москва,2022-12-01T10:58:38+0300
425,Junior+ Vue разработчик,80000,120000,RUR,Красноярск,2022-12-01T10:30:49+0300
426,Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
427,Junior QA Engineer,850,1500,BYR,Минск,2022-12-01T09:08:04+0300
428,Компьютерный мастер,72000,None,RUR,Новосибирск,2022-12-01T08:40:41+0300
429,Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
430,UX/UI - дизайнер,None,None,,Алматы,2022-12-01T07:37:38+0300
431,Программист-стажер 1C,10000,40000,RUR,Кострома,2022-12-01T09:21:31+0300
432,Инженер по тестированию,None,None,,Москва,2022-12-01T10:27:18+0300
433,Администратор проекта (девелопмент),None,None,,Москва,2022-12-01T10:16:35+0300
434,Программист-стажер 1C Битрикс,None,None,,Иркутск,2022-12-01T11:59:29+0300
435,SQL-разработчик,None,None,,Екатеринбург,2022-12-01T09:20:41+0300
436,Монтажник связи,1500,3000,BYR,Минск,2022-12-01T09:04:35+0300
437,Тестировщик ПО,50000,80000,RUR,Новосибирск,2022-12-01T09:45:53+0300
438,Системный администратор,55000,None,RUR,Тюмень,2022-12-01T11:40:17+0300
439,Руководитель проекта,120000,None,RUR,Уфа,2022-12-01T08:25:19+0300
440,Специалист,52000,None,RUR,Оренбург,2022-12-01T09:12:50+0300
441,QA инженер-тестировщик (Удаленно),None,None,,Москва,2022-12-01T10:53:31+0300
442,Java Developer,None,None,,Тбилиси,2022-12-01T10:16:04+0300
443,Веб-дизайнер (UI/UX),None,None,,Казань,2022-12-01T11:12:47+0300
